624, 0, 0.000000
467, 0, 0.000000
118, 0, 0.000000
496, 0, 0.000000
263, 0, 0.000000
495, 0, 0.000000
13, 0, 0.000000
197, 0, 0.000000
80, 0, 0.000000
361, 0, 0.000000
275, 0, 0.000000
499, 0, 0.000000
294, 0, 0.000000
360, 0, 0.000000
419, 0, 0.000000
378, 0, 0.000000
23, 0, 0.000000
129, 0, 0.000000
441, 0, 0.000000
202, 0, 0.000000
372, 0, 0.000000
283, 0, 0.000000
114, 0, 0.000000
402, 0, 0.000000
589, 0, 0.000000
385, 0, 0.000000
315, 0, 0.000000
456, 0, 0.000000
418, 0, 0.000000
540, 0, 0.000000
146, 0, 0.000000
118, 0, 0.000000
81, 0, 0.000000
31, 0, 0.000000
580, 0, 0.000000
382, 0, 0.000000
333, 0, 0.000000
90, 0, 0.000000
125, 0, 0.000000
303, 0, 0.000000
322, 0, 0.000000
176, 0, 0.000000
359, 0, 0.000000
230, 0, 0.000000
422, 0, 0.000000
54, 0, 0.000000
200, 0, 0.000000
362, 0, 0.000000
452, 0, 0.000000
237, 0, 0.000000
48, 0, 0.000000
449, 0, 0.000000
306, 0, 0.000000
485, 0, 0.000000
256, 0, 0.000000
623, 0, 0.000000
156, 0, 0.000000
549, 0, 0.000000
570, 0, 0.000000
442, 0, 0.000000
322, 0, 0.000000
495, 0, 0.000000
491, 0, 0.000000
258, 0, 0.000000
401, 0, 0.000000
30, 0, 0.000000
47, 0, 0.000000
290, 0, 0.000000
459, 0, 0.000000
85, 0, 0.000000
51, 0, 0.000000
256, 0, 0.000000
429, 0, 0.000000
417, 0, 0.000000
385, 0, 0.000000
8, 0, 0.000000
162, 0, 0.000000
557, 0, 0.000000
470, 0, 0.000000
486, 0, 0.000000
4, 0, 0.000000
178, 0, 0.000000
251, 0, 0.000000
400, 0, 0.000000
463, 0, 0.000000
395, 0, 0.000000
505, 0, 0.000000
165, 0, 0.000000
177, 0, 0.000000
236, 0, 0.000000
210, 0, 0.000000
458, 0, 0.000000
157, 0, 0.000000
499, 0, 0.000000
491, 0, 0.000000
397, 0, 0.000000
157, 0, 0.000000
513, 0, 0.000000
65, 0, 0.000000
303, 0, 0.000000
384, 0, 0.000000
300, 0, 0.000000
161, 0, 0.000000
357, 0, 0.000000
473, 0, 0.000000
300, 0, 0.000000
355, 0, 0.000000
411, 0, 0.000000
583, 0, 0.000000
212, 0, 0.000000
188, 0, 0.000000
64, 0, 0.000000
270, 0, 0.000000
37, 0, 0.000000
147, 0, 0.000000
354, 0, 0.000000
199, 0, 0.000000
557, 0, 0.000000
239, 0, 0.000000
437, 0, 0.000000
290, 0, 0.000000
360, 0, 0.000000
561, 0, 0.000000
319, 0, 0.000000
331, 0, 0.000000
469, 0, 0.000000
241, 0, 0.000000
351, 0, 0.000000
123, 0, 0.000000
207, 0, 0.000000
571, 0, 0.000000
127, 0, 0.000000
115, 0, 0.000000
560, 0, 0.000000
516, 0, 0.000000
82, 0, 0.000000
234, 0, 0.000000
465, 0, 0.000000
622, 0, 0.000000
449, 0, 0.000000
122, 0, 0.000000
173, 0, 0.000000
536, 0, 0.000000
391, 0, 0.000000
546, 0, 0.000000
309, 0, 0.000000
301, 0, 0.000000
538, 0, 0.000000
268, 0, 0.000000
225, 0, 0.000000
247, 0, 0.000000
108, 0, 0.000000
225, 0, 0.000000
490, 0, 0.000000
437, 0, 0.000000
326, 0, 0.000000
10, 0, 0.000000
384, 0, 0.000000
597, 0, 0.000000
